Iteration	Solution Residual	Mass Conservation Residual	Hematocrit Residual
1	1.59274	0	0.0261676
2	0.218737	0	0.0238524
3	0.0582215	0	0.00795639
4	0.0218493	0	0.00352257
5	0.00529306	0	0.0019929
6	0.00204681	0	0.00109111
7	0.00114513	0	0.000578301
8	0.000695315	0	0.000317176
9	0.000334443	0	0.000179383
10	0.000187118	0	0.000102926
