Iteration	Solution Residual	Mass Conservation Residual	Hematocrit Residual
1	1.72971	0	0.000904631
2	0.0229016	0	4.44035e-05
3	0.00445509	0	2.01325e-05
4	0.000313221	0	5.20302e-07
5	5.3578e-05	0	2.58814e-07
6	3.87177e-06	0	6.95856e-09
7	6.58889e-07	0	3.27721e-09
8	4.79209e-08	0	8.73729e-11
9	8.1276e-09	0	4.06981e-11
10	5.93016e-10	0	1.10607e-12
11	1.00302e-10	0	4.97541e-13
12	7.3391e-12	0	3.14551e-14
13	1.39735e-12	0	3.48807e-14
14	3.24259e-13	0	3.68243e-14
