Iteration	Solution Residual	Mass Conservation Residual	Hematocrit Residual
1	12.8605	0	0.020824
2	0.189306	0	0.0125276
3	0.0329078	0	0.00680354
4	0.00959927	0	0.00391355
5	0.00466738	0	0.00227218
6	0.00258886	0	0.00133027
7	0.00151114	0	0.000781237
8	0.000883447	0	0.000459329
9	0.000518065	0	0.00027012
10	0.000304217	0	0.000158819
