Iteration	Solution Residual	Mass Conservation Residual	Hematocrit Residual
1	0.490637	0	0.016287
2	0.027373	0	0.00812379
3	0.00915744	0	0.00373179
4	0.00408182	0	0.00180964
5	0.00201514	0	0.000906387
6	0.00104911	0	0.000466475
7	0.000557102	0	0.000247122
8	0.000299918	0	0.000134543
9	0.000164299	0	7.49993e-05
10	9.15723e-05	0	4.26214e-05
