Iteration	Solution Residual	Mass Conservation Residual	Hematocrit Residual
1	0.483096	0	0.0147295
2	0.033094	0	0.00758034
3	0.0103129	0	0.00347288
4	0.00430332	0	0.00168533
5	0.00202656	0	0.000854377
6	0.00104847	0	0.000446067
7	0.000567431	0	0.000239806
8	0.000309994	0	0.000132379
9	0.000172172	0	7.46676e-05
10	9.7326e-05	0	4.28254e-05
