Iteration	Solution Residual	Mass Conservation Residual	Hematocrit Residual
1	0.794402	0	0.00337394
2	0.0112264	0	0.000140487
3	0.000654664	0	4.56623e-06
4	4.21406e-05	0	1.29595e-07
5	4.60013e-06	0	2.73922e-08
6	3.07203e-07	0	1.74858e-09
7	3.47498e-08	0	2.10443e-10
8	2.34333e-09	0	1.23464e-11
9	2.65089e-10	0	1.71915e-12
10	1.80955e-11	0	8.7406e-14
11	2.03473e-12	0	1.05829e-14
12	1.7151e-13	0	1.13683e-14
