Iteration	Solution Residual	Mass Conservation Residual	Hematocrit Residual
1	0.435568	0	0.0162739
2	0.0296257	0	0.00817613
3	0.00932005	0	0.00374369
4	0.00412829	0	0.00180749
5	0.00201941	0	0.000900594
6	0.0010489	0	0.000460469
7	0.000555986	0	0.000242188
8	0.000298436	0	0.000130934
9	0.000162924	0	7.25376e-05
10	9.04782e-05	0	4.10186e-05
