Iteration	Solution Residual	Mass Conservation Residual	Hematocrit Residual
1	1.35358	0	0.0173563
2	0.0657022	0	0.00692749
3	0.00685088	0	0.0031264
4	0.00249978	0	0.00148717
5	0.0013488	0	0.000711935
6	0.000684392	0	0.000349709
7	0.000353178	0	0.000177868
8	0.00018727	0	9.40099e-05
9	0.000101541	0	5.1544e-05
10	5.62883e-05	0	2.91225e-05
